open_time,open,high,low,close,volume,close_time,quote_volume,count,taker_buy_volume,taker_buy_quote_volume,ignore
1583020800000,8523.61000000,8575.80000000,8511.11000000,8575.73000000,373.00547700,1583021099999,3186364.30441461,3648,157.91940100,1350009.65248357,0
1583021100000,8575.80000000,8613.57000000,8563.04000000,8598.44000000,207.62793400,1583021399999,1782648.13069908,3241,108.16265500,928802.46862855,0
1583021400000,8598.44000000,8600.00000000,8573.29000000,8582.92000000,189.62453400,1583021699999,1628186.28118738,2320,90.89771000,780495.59675589,0
1583021700000,8581.91000000,8605.00000000,8579.77000000,8602.04000000,151.49841900,1583021999999,1302091.90305156,1542,53.10890400,456483.89085386,0
1583022000000,8600.47000000,8601.06000000,8579.67000000,8586.33000000,177.72664400,1583022299999,1526851.15692844,1671,57.69726600,495505.78784733,0
1583022300000,8586.32000000,8610.87000000,8585.96000000,8603.42000000,133.72596800,1583022599999,1150369.66521420,1629,70.37526000,605377.03520151,0
1583022600000,8604.02000000,8604.97000000,8589.15000000,8595.86000000,104.00294200,1583022899999,894182.76675908,1344,54.62268300,469641.12988462,0
1583022900000,8597.48000000,8601.95000000,8565.71000000,8575.50000000,115.71538500,1583023199999,992664.26987647,1419,56.05230800,480894.06730353,0
1583023200000,8575.70000000,8577.94000000,8550.02000000,8556.25000000,138.97105900,1583023499999,1190215.54831850,1533,60.33985900,516826.55107688,0
1583023500000,8556.25000000,8561.23000000,8535.00000000,8545.55000000,159.79706000,1583023799999,1365391.48460533,1800,78.51353300,670874.83428263,0
1583023800000,8545.25000000,8568.12000000,8543.93000000,8554.51000000,104.94185800,1583024099999,897929.04126947,1523,63.47011100,543118.59730965,0
1583024100000,8554.55000000,8554.55000000,8536.42000000,8547.25000000,96.10324000,1583024399999,820998.68139033,1206,48.69145400,415964.98062508,0
1583024400000,8546.65000000,8551.04000000,8520.00000000,8549.99000000,166.17527400,1583024699999,1417831.11867240,2187,79.66504700,679744.72752549,0
1583024700000,8551.04000000,8554.06000000,8528.25000000,8530.64000000,108.06984100,1583024999999,923513.89924289,1471,47.99752400,410201.55478791,0
1583025000000,8530.53000000,8535.23000000,8514.06000000,8521.07000000,199.91308100,1583025299999,1703550.17202704,2062,64.06073000,545909.58802377,0
1583025300000,8521.14000000,8550.00000000,8516.76000000,8546.57000000,128.04416200,1583025599999,1093306.39847738,1924,72.75720000,621267.17127510,0
1583025600000,8546.75000000,8569.46000000,8545.00000000,8558.57000000,161.62439300,1583025899999,1383208.42897381,2086,92.08566700,788126.46629073,0
1583025900000,8556.49000000,8568.88000000,8542.25000000,8562.54000000,83.53574800,1583026199999,714784.88962308,925,41.70904400,356823.63856422,0
1583026200000,8563.06000000,8566.31000000,8537.72000000,8561.14000000,120.40247200,1583026499999,1029383.66067717,1387,61.54418800,526196.92144500,0
1583026500000,8561.64000000,8598.18000000,8561.43000000,8598.00000000,145.17104500,1583026799999,1245561.55526284,2331,78.90593000,677031.49042072,0
1583026800000,8598.02000000,8610.00000000,8585.99000000,8605.51000000,227.43687700,1583027099999,1955229.81981406,2564,128.51219200,1105033.87967943,0
1583027100000,8604.70000000,8630.00000000,8603.48000000,8609.00000000,234.15758700,1583027399999,2017694.55085500,3456,118.18361800,1018427.04878852,0
1583027400000,8609.39000000,8623.08000000,8601.84000000,8621.70000000,112.44461300,1583027699999,968392.24868615,1390,64.17522600,552735.37153772,0
1583027700000,8623.67000000,8649.00000000,8622.73000000,8639.28000000,214.29819400,1583027999999,1851012.78275957,2948,107.81827300,931333.63264274,0
1583028000000,8640.23000000,8675.00000000,8637.88000000,8656.16000000,316.72951400,1583028299999,2742463.73837289,3547,163.42147800,1414964.85094579,0
1583028300000,8656.96000000,8658.09000000,8625.54000000,8639.57000000,125.86267600,1583028599999,1087358.32390792,1596,61.84552100,534304.17800811,0
1583028600000,8639.68000000,8649.94000000,8625.00000000,8636.78000000,90.66877100,1583028899999,783019.56523818,1276,47.05369600,406296.16983326,0
1583028900000,8636.93000000,8653.76000000,8624.01000000,8625.88000000,105.60487500,1583029199999,912403.09536906,1391,53.84474500,465213.97930325,0
1583029200000,8625.68000000,8638.51000000,8617.73000000,8632.47000000,70.49757700,1583029499999,608223.62368863,1071,36.86359400,318078.35769890,0
1583029500000,8632.42000000,8648.76000000,8622.96000000,8643.10000000,93.34083900,1583029799999,806181.71742791,1183,49.55875900,428005.38684235,0
1583029800000,8642.04000000,8649.33000000,8635.54000000,8637.86000000,80.56136600,1583030099999,696261.71206212,1044,24.06291800,207986.74246546,0
1583030100000,8636.87000000,8644.89000000,8620.00000000,8643.16000000,80.41177500,1583030399999,694292.39749603,985,43.25816700,373517.56787863,0
1583030400000,8643.16000000,8643.16000000,8626.25000000,8635.24000000,68.42505900,1583030699999,590924.39557606,920,34.30713000,296277.51490640,0
1583030700000,8635.26000000,8652.08000000,8632.43000000,8639.58000000,101.17182500,1583030999999,874717.11075168,1080,34.67009300,299721.28001721,0
1583031000000,8641.49000000,8651.07000000,8628.50000000,8636.72000000,78.34338300,1583031299999,676879.76475657,1161,35.71672600,308595.82932703,0
1583031300000,8636.66000000,8645.04000000,8630.00000000,8630.86000000,59.56469700,1583031599999,514567.33658841,1003,25.29598200,218536.90916813,0
1583031600000,8631.94000000,8636.28000000,8625.25000000,8626.34000000,48.06774100,1583031899999,414806.05853670,834,21.97683900,189644.41718216,0
1583031900000,8626.34000000,8648.00000000,8625.00000000,8647.97000000,138.95009500,1583032199999,1200235.49529135,1923,72.49770500,626140.85693923,0
1583032200000,8647.97000000,8655.00000000,8642.21000000,8643.52000000,77.95422600,1583032499999,674291.17236724,1290,52.93466000,457886.41601587,0
1583032500000,8644.20000000,8653.20000000,8640.44000000,8650.29000000,55.86826800,1583032799999,483108.76208840,976,26.67411900,230663.14154611,0
1583032800000,8650.29000000,8665.86000000,8648.30000000,8653.57000000,106.40980200,1583033099999,921073.75174575,1335,53.03836700,459080.49317750,0
1583033100000,8653.57000000,8663.17000000,8647.00000000,8661.05000000,83.47531400,1583033399999,722481.02569283,1288,56.50226600,489018.89129226,0
