open_time,open,high,low,close,volume,close_time,quote_volume,count,taker_buy_volume,taker_buy_quote_volume,ignore
1585699200000,6412.14000000,6426.52000000,6411.21000000,6417.60000000,134.04208300,1585699499999,860277.19124652,1487,63.71770400,408913.36116543,0
1585699500000,6417.53000000,6423.75000000,6411.78000000,6417.03000000,84.55830100,1585699799999,542699.09842149,936,47.27935700,303473.99267510,0
1585699800000,6416.13000000,6420.75000000,6351.00000000,6372.12000000,908.38308800,1585700099999,5794233.27250199,4827,291.04996100,1856288.61631257,0
1585700100000,6371.79000000,6372.41000000,6280.68000000,6300.01000000,3006.79524700,1585700399999,19016194.86693554,15883,1105.36665900,6991177.07094517,0
1585700400000,6302.17000000,6324.92000000,6280.00000000,6286.75000000,920.20437500,1585700699999,5803394.17774185,5996,415.42575800,2620512.96355865,0
1585700700000,6286.68000000,6307.39000000,6270.68000000,6270.68000000,802.89812000,1585700999999,5048482.86037020,5205,335.28907700,2108752.66467854,0
1585701000000,6270.68000000,6305.08000000,6239.34000000,6302.54000000,1206.00056700,1585701299999,7571038.08759781,7214,523.24121900,3287170.97982635,0
1585701300000,6302.79000000,6303.95000000,6280.33000000,6297.69000000,448.61961000,1585701599999,2821930.04833901,3131,175.66834400,1104879.71629774,0
1585701600000,6297.30000000,6297.92000000,6283.02000000,6287.25000000,200.82932400,1585701899999,1263108.72150651,1838,79.57460500,500448.57812716,0
1585701900000,6287.00000000,6319.69000000,6274.00000000,6310.61000000,692.70244000,1585702199999,4363715.72762889,3732,459.15460300,2892372.43447345,0
1585702200000,6310.61000000,6323.03000000,6309.33000000,6312.48000000,344.58760100,1585702499999,2176021.97162864,1872,128.87167500,813883.60115527,0
1585702500000,6312.91000000,6328.54000000,6305.12000000,6305.12000000,311.66018900,1585702799999,1969264.55292368,2243,117.44597600,742130.39448668,0
1585702800000,6305.50000000,6327.93000000,6297.62000000,6320.00000000,329.28533100,1585703099999,2077413.93030746,2336,164.52446100,1037883.09443153,0
1585703100000,6320.01000000,6325.59000000,6300.01000000,6305.00000000,163.25507300,1585703399999,1030977.00769945,2080,60.86671300,384379.77338477,0
1585703400000,6305.00000000,6308.16000000,6288.00000000,6294.39000000,280.04061000,1585703699999,1763363.23751159,2217,126.64414300,797433.45398016,0
1585703700000,6294.39000000,6305.08000000,6288.23000000,6304.05000000,284.50943400,1585703999999,1791494.93048831,1987,128.52678800,809349.98171667,0
1585704000000,6304.46000000,6314.65000000,6300.01000000,6306.99000000,189.75670500,1585704299999,1196895.69971292,1923,92.63375600,584334.30943768,0
1585704300000,6306.99000000,6309.00000000,6292.36000000,6300.28000000,152.99177200,1585704599999,963773.30431770,1656,51.64600700,325328.02449208,0
1585704600000,6300.28000000,6301.91000000,6290.02000000,6301.24000000,116.94496200,1585704899999,736315.40483738,1389,48.92438500,308073.93964983,0
1585704900000,6301.48000000,6305.52000000,6290.31000000,6292.00000000,118.76941500,1585705199999,748026.88014394,1206,43.57996500,274465.90452817,0
1585705200000,6292.00000000,6296.32000000,6285.25000000,6285.73000000,165.05825400,1585705499999,1038255.96273493,1240,65.15217000,409866.63544714,0
1585705500000,6285.70000000,6301.11000000,6285.70000000,6295.10000000,222.20880700,1585705799999,1398478.69164698,1480,147.50594700,928272.03613967,0
1585705800000,6295.21000000,6301.18000000,6288.74000000,6291.00000000,117.14828500,1585706099999,737575.76942710,1016,58.01853500,365291.86424387,0
1585706100000,6291.00000000,6295.68000000,6285.69000000,6293.64000000,135.20613500,1585706399999,850552.66193788,1336,58.56996300,368430.20888670,0
1585706400000,6291.99000000,6303.22000000,6287.60000000,6301.18000000,199.42494700,1585706699999,1255716.24102707,1746,94.49995900,595059.17408522,0
1585706700000,6300.94000000,6308.39000000,6295.55000000,6300.79000000,208.61988800,1585706999999,1314663.91091447,1438,111.30890400,701386.81301305,0
1585707000000,6300.79000000,6307.44000000,6293.76000000,6304.12000000,262.98812700,1585707299999,1656695.35019136,1775,170.72731700,1075460.68244757,0
1585707300000,6303.02000000,6314.89000000,6302.88000000,6312.15000000,130.61620200,1585707599999,824296.24695069,1283,63.66689600,401817.91432209,0
