open_time,open,high,low,close,volume,close_time,quote_volume,count,taker_buy_volume,taker_buy_quote_volume,ignore
1614556800000,45134.11000000,45371.41000000,44977.82000000,45032.48000000,383.82219700,1614557099999,17347430.66673967,9693,161.46707100,7299581.95796513,0
1614557100000,45032.48000000,45316.31000000,44950.53000000,45263.90000000,275.62431200,1614557399999,12431685.50124658,6261,136.00002800,6137733.06840458,0
1614557400000,45263.91000000,45480.00000000,45163.03000000,45468.40000000,210.53081400,1614557699999,9534071.69639961,4970,96.15502000,4355363.04649674,0
1614557700000,45468.75000000,46243.67000000,45431.67000000,46167.98000000,1061.13609200,1614557999999,48739357.31669807,20337,619.58630800,28456749.48794231,0
1614558000000,46162.10000000,46338.22000000,46031.02000000,46182.76000000,456.03392700,1614558299999,21057145.96960360,9342,242.12541400,11182295.20783893,0
1614558300000,46170.21000000,46195.05000000,46062.09000000,46149.99000000,207.86297900,1614558599999,9589952.81313474,5079,106.24920100,4902079.95716717,0
1614558600000,46149.99000000,46571.30000000,46143.42000000,46483.27000000,743.41536500,1614558899999,34504932.65789720,13129,465.62581200,21610810.33661836,0
1614558900000,46479.62000000,46541.91000000,46280.95000000,46428.52000000,356.43073600,1614559199999,16546939.31700520,7415,177.47689100,8239697.26748281,0
1614559200000,46426.18000000,46449.99000000,46232.38000000,46237.33000000,393.86548600,1614559499999,18259670.04623115,6656,148.01793600,6864582.45757442,0
1614559500000,46238.87000000,46264.28000000,46122.24000000,46177.24000000,200.48364300,1614559799999,9260341.98899206,5101,94.06957800,4345357.31370587,0
1614559800000,46177.24000000,46382.66000000,46144.67000000,46326.11000000,242.61713900,1614560099999,11225810.44314643,4905,127.55535600,5901073.89090059,0
1614560100000,46325.90000000,46442.23000000,46150.00000000,46217.19000000,367.75214300,1614560399999,17015702.55593258,5682,171.79521700,7954198.88461299,0
1614560400000,46217.18000000,46343.13000000,46100.00000000,46112.90000000,331.98800100,1614560699999,15350134.44678473,5801,159.06226900,7356094.81135515,0
1614560700000,46112.89000000,46225.03000000,46080.34000000,46122.11000000,155.99926800,1614560999999,7197020.96382851,5072,82.69960800,3815594.14108138,0
1614561000000,46123.67000000,46130.28000000,45964.11000000,46041.44000000,211.52172500,1614561299999,9740495.55943333,5612,104.02539100,4790516.62052298,0
1614561300000,46041.44000000,46161.27000000,46036.97000000,46121.90000000,167.01173100,1614561599999,7698826.57327106,4847,87.92431900,4052934.11491573,0
1614561600000,46121.91000000,46166.11000000,45850.00000000,46130.71000000,351.66400700,1614561899999,16172683.78015784,7582,159.19200600,7319631.24180520,0
1614561900000,46133.17000000,46177.44000000,46050.00000000,46114.03000000,138.60860500,1614562199999,6391253.89472955,3749,64.76738300,2986142.96523014,0
1614562200000,46114.02000000,46492.33000000,46114.02000000,46259.29000000,363.62969100,1614562499999,16847692.67711553,8004,218.96342600,10141466.11533257,0
1614562500000,46259.29000000,46337.99000000,46114.00000000,46187.37000000,163.23930800,1614562799999,7543366.23837026,4737,78.54424700,3629839.26141333,0
1614562800000,46187.38000000,46303.83000000,46109.80000000,46229.25000000,152.03859100,1614563099999,7023979.84404559,3918,69.70460900,3220241.69936336,0
1614563100000,46229.25000000,46365.23000000,46200.28000000,46292.41000000,181.76454300,1614563399999,8413311.49898610,4639,88.32311600,4088226.34216098,0
1614563400000,46292.41000000,46383.50000000,46231.70000000,46250.01000000,156.20545900,1614563699999,7231582.84824194,3647,57.78538900,2675577.26903025,0
1614563700000,46250.00000000,46250.01000000,46042.72000000,46161.83000000,311.71507600,1614563999999,14382386.27993990,6243,101.88696100,4698927.48633305,0
1614564000000,46166.16000000,46319.40000000,46102.84000000,46272.29000000,219.40453100,1614564299999,10137137.97340914,5336,107.67900800,4974364.68038272,0
1614564300000,46272.30000000,46330.00000000,46231.91000000,46285.27000000,256.51181700,1614564599999,11870939.93068973,4339,172.60120400,7987329.36441564,0
1614564600000,46284.44000000,46395.84000000,46228.02000000,46388.64000000,205.38403300,1614564899999,9517497.31404822,4155,136.50945800,6326062.03583195,0
1614564900000,46388.64000000,46474.22000000,46240.64000000,46303.60000000,205.15098300,1614565199999,9509465.77786435,5727,88.98126100,4124268.55667933,0
1614565200000,46303.60000000,46708.98000000,46287.86000000,46656.38000000,340.88410600,1614565499999,15851574.24570010,8026,207.75678000,9662535.78030484,0
1614565500000,46656.35000000,46796.94000000,46636.36000000,46652.85000000,415.19741700,1614565799999,19397632.77458668,8339,155.19251400,7250814.53290885,0
1614565800000,46652.85000000,46774.99000000,46650.00000000,46664.36000000,301.52741000,1614566099999,14092111.82197494,5573,123.21029300,5758144.47845769,0
1614566100000,46664.36000000,46698.93000000,46550.00000000,46576.03000000,295.22044800,1614566399999,13768413.66858778,6369,142.44141200,6643563.66270527,0
1614566400000,46577.33000000,46669.99000000,46565.94000000,46571.29000000,179.40772000,1614566699999,8361926.22826972,4695,84.98906400,3961283.78803780,0
1614566700000,46571.29000000,46575.76000000,46500.00000000,46527.90000000,142.50946000,1614566999999,6631270.60395218,4610,59.12003800,2750998.23260767,0
1614567000000,46526.29000000,46580.00000000,46429.60000000,46468.10000000,147.64306700,1614567299999,6868387.59068404,4344,55.95647200,2603433.47969538,0
1614567300000,46463.51000000,46516.73000000,46336.43000000,46419.56000000,218.11010700,1614567599999,10125426.21041124,5466,99.92859900,4639215.98957389,0
1614567600000,46414.70000000,46540.31000000,46402.07000000,46430.44000000,189.96132100,1614567899999,8825946.20682336,4621,98.52574600,4577281.57637648,0
1614567900000,46430.45000000,46438.57000000,46204.08000000,46307.90000000,238.89691700,1614568199999,11068574.93437172,5751,104.52996300,4843180.95596881,0
1614568200000,46307.89000000,46391.93000000,46288.43000000,46387.69000000,234.84436700,1614568499999,10882879.51307888,3985,141.63191700,6563399.72061671,0
1614568500000,46387.68000000,46491.56000000,46385.77000000,46478.89000000,161.67676300,1614568799999,7508465.96499851,3668,76.40305700,3548191.97009516,0
1614568800000,46482.49000000,46484.67000000,46326.53000000,46431.90000000,146.39281800,1614569099999,6795963.81383818,3571,68.06671900,3159585.02771492,0
1614569100000,46430.02000000,46525.08000000,46420.75000000,46505.97000000,147.66628800,1614569399999,6864375.51911411,3594,100.86979000,4689139.45385935,0
1614569400000,46506.34000000,46520.00000000,46350.00000000,46403.66000000,196.76572900,1614569699999,9140310.93655147,4681,88.99140400,4133427.47652211,0
1614569700000,46403.65000000,46451.03000000,46327.98000000,46330.52000000,122.98894500,1614569999999,5704013.68592871,3447,47.33475000,2195383.66906148,0
1614570000000,46330.53000000,46369.70000000,46238.38000000,46327.99000000,138.76449200,1614570299999,6426709.57492404,3905,62.05171000,2874040.34416719,0
1614570300000,46328.00000000,46367.05000000,46240.98000000,46345.01000000,118.25574200,1614570599999,5475509.82296844,3698,56.35635900,2609431.40597322,0
1614570600000,46345.02000000,46409.88000000,46280.01000000,46402.70000000,108.23926800,1614570899999,5018323.74781832,3086,54.85003100,2542899.06615416,0
1614570900000,46402.70000000,46533.91000000,46267.26000000,46336.37000000,165.89626200,1614571199999,7698642.27793776,4601,97.14679100,4509667.86541679,0
1614571200000,46336.38000000,46488.39000000,46336.38000000,46447.49000000,122.61083000,1614571499999,5693794.79430135,3328,50.51683300,2345824.11087249,0
1614571500000,46447.49000000,46461.08000000,46383.41000000,46422.52000000,79.73093700,1614571799999,3701526.17399923,2668,42.58554300,1977046.25920572,0
1614571800000,46422.52000000,46470.88000000,46300.00000000,46324.89000000,125.22723100,1614572099999,5809806.21122589,3422,67.14466100,3115685.10760127,0
1614572100000,46327.21000000,46375.41000000,46094.21000000,46108.05000000,228.29536300,1614572399999,10556539.66978803,4934,77.79759900,3597046.58665981,0
1614572400000,46110.36000000,46149.99000000,45959.70000000,46054.89000000,340.85383200,1614572699999,15695621.15953038,7259,166.06212700,7648412.52145491,0
1614572700000,46054.88000000,46165.62000000,46027.68000000,46165.13000000,168.86677600,1614572999999,7786860.71285533,4032,76.67844600,3535450.57696698,0
1614573000000,46162.23000000,46172.33000000,46050.17000000,46159.99000000,95.29432200,1614573299999,4396447.99574931,3109,46.50808900,2145763.62217386,0
