open_time,open,high,low,close,volume,close_time,quote_volume,count,taker_buy_volume,taker_buy_quote_volume,ignore
1638316800000,56950.56000000,57011.08000000,56630.00000000,56813.62000000,291.49974000,1638317099999,16554562.81265250,8145,155.51948000,8829754.91668480,0
1638317100000,56813.63000000,57236.12000000,56776.60000000,57134.00000000,161.20866000,1638317399999,9204742.82392510,5809,92.44872000,5278842.78934750,0
1638317400000,57132.60000000,57530.96000000,57122.98000000,57198.47000000,239.27765000,1638317699999,13723635.89737810,7435,114.00459000,6541762.12166240,0
1638317700000,57189.66000000,57435.50000000,57189.66000000,57408.01000000,207.41464000,1638317999999,11888869.70115490,4765,116.52493000,6679586.73076300,0
1638318000000,57408.00000000,57440.59000000,57334.36000000,57410.00000000,86.32988000,1638318299999,4954711.61429230,3590,40.84212000,2344121.32219500,0
1638318300000,57409.99000000,57520.00000000,57312.00000000,57507.44000000,102.66323000,1638318599999,5894240.88555510,3083,69.89101000,4012878.82324280,0
1638318600000,57507.44000000,57665.73000000,57407.20000000,57408.07000000,177.56598000,1638318899999,10219674.20831440,6090,111.60330000,6423914.58986090,0
1638318900000,57408.07000000,57420.00000000,57211.56000000,57327.15000000,100.96243000,1638319199999,5786221.99975610,4221,45.28980000,2595319.08642360,0
1638319200000,57327.15000000,57466.96000000,57317.09000000,57343.31000000,75.58678000,1638319499999,4337177.32219090,3247,35.79275000,2053868.85017430,0
1638319500000,57343.31000000,57521.74000000,57314.96000000,57493.11000000,63.43998000,1638319799999,3643395.65808270,3096,33.61435000,1930254.10943330,0
1638319800000,57493.11000000,57686.12000000,57448.97000000,57609.24000000,90.22409000,1638320099999,5194988.27037230,3631,39.41320000,2269734.82057260,0
1638320100000,57609.25000000,57625.89000000,57512.79000000,57577.07000000,97.55763000,1638320399999,5617902.16862530,2715,33.97577000,1956171.45727820,0
1638320400000,57577.07000000,57577.08000000,57448.00000000,57456.34000000,88.79482000,1638320699999,5105063.22379140,3573,43.86762000,2521544.94901580,0
1638320700000,57456.34000000,57472.07000000,57383.01000000,57409.41000000,92.59934000,1638320999999,5317086.69971800,2980,39.02028000,2240604.43036700,0
1638321000000,57409.40000000,57409.41000000,57269.00000000,57329.21000000,111.26374000,1638321299999,6378786.49551810,3224,52.15232000,2989400.97210910,0
1638321300000,57326.26000000,57329.21000000,57100.30000000,57125.01000000,151.74931000,1638321599999,8681238.63392000,4664,76.70579000,4387592.02783620,0
1638321600000,57125.01000000,57198.97000000,57115.82000000,57142.68000000,100.45581000,1638321899999,5740611.22111690,3341,52.80819000,3017686.18127020,0
1638321900000,57142.53000000,57158.43000000,57000.00000000,57084.40000000,158.35595000,1638322199999,9035535.25467870,4177,67.18737000,3833235.76677290,0
1638322200000,57084.39000000,57227.50000000,57042.46000000,57221.04000000,124.89011000,1638322499999,7137207.84324860,3689,59.90126000,3423251.83339130,0
1638322500000,57221.04000000,57240.46000000,57038.42000000,57038.42000000,89.29431000,1638322799999,5105183.54013060,2936,33.51330000,1916008.83296580,0
1638322800000,57038.42000000,57095.01000000,56920.00000000,57086.90000000,131.52773000,1638323099999,7495873.07211370,4202,64.54130000,3678107.27737970,0
1638323100000,57086.91000000,57190.24000000,57020.55000000,57190.23000000,99.00490000,1638323399999,5655951.65165630,3211,56.61355000,3233842.12500430,0
1638323400000,57190.23000000,57190.41000000,57017.70000000,57031.75000000,132.57128000,1638323699999,7569411.99960550,3077,73.01359000,4168919.81217850,0
1638323700000,57031.75000000,57106.03000000,56980.26000000,56994.58000000,140.58583000,1638323999999,8016938.74458640,3174,44.08262000,2514538.67787560,0
1638324000000,56990.52000000,57083.60000000,56976.61000000,57015.00000000,73.64867000,1638324299999,4199870.61861670,2880,36.51667000,2082354.63278830,0
1638324300000,57015.00000000,57088.07000000,56906.35000000,56920.80000000,80.71770000,1638324599999,4601966.03487800,2883,46.36302000,2643446.95493450,0
1638324600000,56920.81000000,56952.39000000,56826.00000000,56861.15000000,114.69796000,1638324899999,6524540.48128290,4527,51.18838000,2911742.28242250,0
1638324900000,56861.15000000,56943.53000000,56800.00000000,56825.45000000,138.25907000,1638325199999,7863082.72229730,4044,63.90535000,3634712.89365960,0
1638325200000,56825.46000000,56860.31000000,56800.01000000,56819.89000000,98.04413000,1638325499999,5571956.02768640,3867,48.38535000,2749741.62205210,0
1638325500000,56819.89000000,56902.77000000,56800.00000000,56898.01000000,104.66558000,1638325799999,5950379.68562160,3346,60.71737000,3452000.72117720,0
1638325800000,56898.01000000,57027.54000000,56889.54000000,56957.77000000,78.04325000,1638326099999,4444972.49735910,3333,40.30939000,2295857.00362090,0
1638326100000,56954.72000000,57074.67000000,56949.23000000,56995.19000000,259.64300000,1638326399999,14807841.40995380,4462,89.81478000,5120692.95268340,0
